"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item"
"163","91121",NA,2.92,28.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.74,10.74,NA,NA,NA,"","Maize grain"
"164","91122",NA,3.16,28.6,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.99,10.82,NA,NA,NA,"","Maize grain"
"165","91123",NA,2.76,29.99,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.49,10.65,NA,NA,NA,"","Maize grain"
"166","91124",NA,2.38,31.5,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.88,10.74,NA,NA,NA,"","Maize grain"
"167","91125",NA,3.55,29.34,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.44,10.85,NA,NA,NA,"","Maize grain"
"168","91126",NA,3.29,29.19,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.83,10.73,NA,NA,NA,"","Maize grain"
"169","91127",NA,3.14,26.61,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.55,10.68,NA,NA,NA,"","Maize grain"
"170","91128",NA,1.5,24.92,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.99,10.32,NA,NA,NA,"","Maize grain"
"171","91129",NA,2.45,28.53,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.42,10.64,NA,NA,NA,"","Maize grain"
"172","91130",NA,3.65,30.69,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4,10.61,NA,NA,NA,"","Maize grain"
"173","91131",NA,2.13,27.26,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.96,10.65,NA,NA,NA,"","Maize grain"
"174","91132",NA,1.63,29.29,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.63,10.8,NA,NA,NA,"","Maize grain"
"175","91133",NA,2.75,30.89,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.04,10.72,NA,NA,NA,"","Maize grain"
"176","91134",NA,3.01,29.58,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.59,10.74,NA,NA,NA,"","Maize grain"
"177","91135",NA,2.68,29.6,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.61,10.71,NA,NA,NA,"","Maize grain"
"178","91136",NA,3.19,30.05,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.16,10.75,NA,NA,NA,"","Maize grain"
"179","91137",NA,3.88,31.17,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.25,10.73,NA,NA,NA,"","Maize grain"
"180","91138",NA,4.03,30.64,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.82,10.57,NA,NA,NA,"","Maize grain"
"181","91139",NA,2.32,28.41,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.87,10.71,NA,NA,NA,"","Maize grain"
"182","91140",NA,2.47,29.55,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.87,10.63,NA,NA,NA,"","Maize grain"
"183","91141",NA,3.29,30.28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.37,10.49,NA,NA,NA,"","Maize grain"
"184","91142",NA,2.51,27.59,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.71,10.61,NA,NA,NA,"","Maize grain"
"185","91143",NA,1.94,26.71,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.44,10.65,NA,NA,NA,"","Maize grain"
"186","91144",NA,3.18,28.63,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.18,10.58,NA,NA,NA,"","Maize grain"
"187","91145",NA,2.65,27.36,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.06,10.69,NA,NA,NA,"","Maize grain"
"188","91146",NA,3.33,29.57,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.11,10.72,NA,NA,NA,"","Maize grain"
"189","91147",NA,3.15,27.7,4.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.65,10.7,NA,NA,NA,"","Maize grain"
"190","91148",NA,4.11,29.91,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.22,10.98,NA,NA,NA,"","Maize grain"
"191","91149",NA,4.11,29.22,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.79,10.79,NA,NA,NA,"","Maize grain"
"192","90994",NA,3.91,29.59,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.42,10.41,NA,NA,NA,"","Maize grain"
"193","90995",NA,0.79,25.55,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.02,10.58,NA,NA,NA,"","Maize grain"
"194","90996",NA,1.51,26.01,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.74,10.31,NA,NA,NA,"","Maize grain"
"195","90997",NA,1,25.4,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.02,10.38,NA,NA,NA,"","Maize grain"
"196","90998",NA,-0.55,22.13,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.66,10.47,NA,NA,NA,"","Maize grain"
"197","90999",NA,0.63,23.62,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.88,10.53,NA,NA,NA,"","Maize grain"
"198","91000",NA,0.88,24.61,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.37,10.45,NA,NA,NA,"","Maize grain"
"199","91001",NA,0.53,23.33,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.66,10.52,NA,NA,NA,"","Maize grain"
"200","91002",NA,0.79,22.41,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.24,10.54,NA,NA,NA,"","Maize grain"
"201","91003",NA,0.91,22.73,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6,10.74,NA,NA,NA,"","Maize grain"
"202","91004",NA,1.77,25.84,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.89,10.33,NA,NA,NA,"","Maize grain"
"203","91005",NA,2.27,25.95,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.06,10.46,NA,NA,NA,"","Maize grain"
"204","91006",NA,-0.41,23.02,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.97,10.45,NA,NA,NA,"","Maize grain"
"205","91007",NA,2.05,26.03,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.72,10.54,NA,NA,NA,"","Maize grain"
"206","91008",NA,0.24,21.64,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.49,10.62,NA,NA,NA,"","Maize grain"
"207","91009",NA,-0.58,22.51,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.03,10.4,NA,NA,NA,"","Maize grain"
"208","91010",NA,-0.19,17.15,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6,10.87,NA,NA,NA,"","Maize grain"
"209","91011",NA,0.12,21.92,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.96,10.69,NA,NA,NA,"","Maize grain"
"210","91012",NA,-1.72,21.36,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5,10.34,NA,NA,NA,"","Maize grain"
"211","91013",NA,0.26,22.39,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.47,11,NA,NA,NA,"","Maize grain"
"212","91014",NA,0.56,24.26,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.63,10.45,NA,NA,NA,"","Maize grain"
"213","91015",NA,-0.25,23.29,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,10.44,NA,NA,NA,"","Maize grain"
"214","91016",NA,-0.9,20.44,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.04,10.61,NA,NA,NA,"","Maize grain"
"215","91017",NA,-1.82,19.3,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.79,10.4,NA,NA,NA,"","Maize grain"
"216","91018",NA,-0.91,21.76,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.17,10.58,NA,NA,NA,"","Maize grain"
"217","91019",NA,-0.71,20.75,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,10.48,NA,NA,NA,"","Maize grain"
"218","91020",NA,1.44,24.53,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.33,10.66,NA,NA,NA,"","Maize grain"
"219","91021",NA,2.09,26.17,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.85,10.57,NA,NA,NA,"","Maize grain"
"220","91022",NA,-0.32,23.3,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.15,10.57,NA,NA,NA,"","Maize grain"
"221","91023",NA,0.99,23.99,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.18,10.62,NA,NA,NA,"","Maize grain"
"222","91024",NA,-0.68,21.93,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.07,10.38,NA,NA,NA,"","Maize grain"
"223","91025",NA,1.1,25.83,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.15,10.63,NA,NA,NA,"","Maize grain"
"224","91026",NA,0.38,22.04,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.98,10.63,NA,NA,NA,"","Maize grain"
"225","91027",NA,2.71,26.14,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.53,10.34,NA,NA,NA,"","Maize grain"
"226","91028",NA,2.06,23.81,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.16,10.63,NA,NA,NA,"","Maize grain"
"227","91029",NA,0.24,22.07,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.47,10.43,NA,NA,NA,"","Maize grain"
"228","91030",NA,0.67,23.39,4.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.76,10.65,NA,NA,NA,"","Maize grain"
"229","91031",NA,1.02,25.18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.13,10.46,NA,NA,NA,"","Maize grain"
"230","91032",NA,0.47,21.52,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.47,10.52,NA,NA,NA,"","Maize grain"
"231","91033",NA,2.01,22.72,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.55,10.49,NA,NA,NA,"","Maize grain"
"232","91034",NA,-0.19,18.99,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.48,10.34,NA,NA,NA,"","Maize grain"
"233","91035",NA,0.36,20.3,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.89,10.16,NA,NA,NA,"","Maize grain"
"234","91036",NA,-0.18,22.44,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.68,10.32,NA,NA,NA,"","Maize grain"
"235","91037",NA,-0.28,22.26,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.96,10.33,NA,NA,NA,"","Maize grain"
"236","91038",NA,0.75,24.73,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.85,10.51,NA,NA,NA,"","Maize grain"
"237","91039",NA,0.85,23.14,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.02,10.47,NA,NA,NA,"","Maize grain"
"238","91040",NA,2.55,26.07,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.89,10.32,NA,NA,NA,"","Maize grain"
"239","91041",NA,0.13,21.36,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.29,10.62,NA,NA,NA,"","Maize grain"
"240","91042",NA,0.12,20.39,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.45,10.69,NA,NA,NA,"","Maize grain"
"241","91043",NA,2.45,25,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,10.35,NA,NA,NA,"","Maize grain"
"242","91044",NA,1.56,25.95,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.42,10.47,NA,NA,NA,"","Maize grain"
"243","91045",NA,2.46,23.08,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.11,11.04,NA,NA,NA,"","Maize grain"
"244","91046",NA,0.45,22.25,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.86,10.65,NA,NA,NA,"","Maize grain"
"245","91047",NA,1.1,22.83,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.03,10.56,NA,NA,NA,"","Maize grain"
"246","91048",NA,1.67,24.03,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.87,10.47,NA,NA,NA,"","Maize grain"
"247","91049",NA,1.47,25.74,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.48,10.35,NA,NA,NA,"","Maize grain"
"248","91050",NA,0.33,23.07,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.36,10.24,NA,NA,NA,"","Maize grain"
"249","91051",NA,0.07,21.12,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,10.59,NA,NA,NA,"","Maize grain"
"250","91052",NA,0.18,22.96,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.02,10.34,NA,NA,NA,"","Maize grain"
"251","91053",NA,1.14,23.44,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.81,10.54,NA,NA,NA,"","Maize grain"
"252","91054",NA,3.07,28.08,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.87,10.47,NA,NA,NA,"","Maize grain"
"253","91055",NA,2.24,28.78,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,10.34,NA,NA,NA,"","Maize grain"
"254","91056",NA,0.17,24.47,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.74,10.27,NA,NA,NA,"","Maize grain"
"255","91057",NA,3.31,27.95,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.02,10.48,NA,NA,NA,"","Maize grain"
"256","91058",NA,0.48,23.14,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.06,10.17,NA,NA,NA,"","Maize grain"
"257","91059",NA,-1.76,17.83,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.87,10.63,NA,NA,NA,"","Maize grain"
"258","91060",NA,1.36,22.92,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.76,10.52,NA,NA,NA,"","Maize grain"
"259","91061",NA,0.44,20.76,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.84,10.77,NA,NA,NA,"","Maize grain"
"260","91062",NA,2.69,26.99,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.64,10.31,NA,NA,NA,"","Maize grain"
"261","91063",NA,1.38,24.38,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.08,10.68,NA,NA,NA,"","Maize grain"
"262","91064",NA,-0.36,22.32,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.07,10.21,NA,NA,NA,"","Maize grain"
"263","91065",NA,1.09,23.87,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.81,10.27,NA,NA,NA,"","Maize grain"
"264","91066",NA,2.4,26.71,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.91,10.36,NA,NA,NA,"","Maize grain"
"265","91067",NA,1.88,25.79,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.18,10.33,NA,NA,NA,"","Maize grain"
"266","91068",NA,1.48,25.45,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.76,10.48,NA,NA,NA,"","Maize grain"
"267","91069",NA,1.03,25.41,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.24,10.4,NA,NA,NA,"","Maize grain"
"268","91070",NA,1.31,22.06,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.67,10.71,NA,NA,NA,"","Maize grain"
"269","91071",NA,2.66,27.11,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.04,10.13,NA,NA,NA,"","Maize grain"
"270","91072",NA,0.04,23.37,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.68,10.37,NA,NA,NA,"","Maize grain"
"271","91073",NA,1.61,24.36,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.52,10.63,NA,NA,NA,"","Maize grain"
"272","91074",NA,0.99,22.02,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.45,10.57,NA,NA,NA,"","Maize grain"
"273","91075",NA,1.58,22.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.47,10.52,NA,NA,NA,"","Maize grain"
"274","91076",NA,2.72,27.23,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.25,10.6,NA,NA,NA,"","Maize grain"
"275","91077",NA,3.7,26.44,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.58,10.81,NA,NA,NA,"","Maize grain"
"276","91078",NA,2.98,25.63,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.33,10.76,NA,NA,NA,"","Maize grain"
"277","91079",NA,3.34,26.84,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.17,10.91,NA,NA,NA,"","Maize grain"
"278","91080",NA,3.53,29.44,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.13,10.6,NA,NA,NA,"","Maize grain"
"279","91081",NA,3.96,29.8,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.23,10.52,NA,NA,NA,"","Maize grain"
"280","91082",NA,2.55,26.89,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.72,10.5,NA,NA,NA,"","Maize grain"
"281","91083",NA,4.43,30.11,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.74,10.84,NA,NA,NA,"","Maize grain"
"282","91084",NA,3.7,28.62,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.66,10.66,NA,NA,NA,"","Maize grain"
"283","91085",NA,2.05,24.58,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.62,10.69,NA,NA,NA,"","Maize grain"
"284","91086",NA,2.49,24.86,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.31,10.61,NA,NA,NA,"","Maize grain"
"285","91087",NA,2.63,27.28,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.36,10.78,NA,NA,NA,"","Maize grain"
"286","91088",NA,0.66,24.95,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.29,10.49,NA,NA,NA,"","Maize grain"
"287","91089",NA,2.22,25.62,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.99,10.6,NA,NA,NA,"","Maize grain"
"288","88173",94.16,5.57,17.14,2.24,8.34,NA,NA,0.62,2.71,631.22,NA,1.01,1.34,20.97,19.38,84.98,12.3,NA,NA,NA,"Ethiopia","Maize grain"
"289","87762",90.69,14.06,63.22,1.33,12.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.81,9.26,NA,NA,NA,"","Maize grain"
"290","87763",90.36,15.45,65.2,1.84,12.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.56,9.15,NA,NA,NA,"","Maize grain"
"291","87764",90.75,13.72,61.06,1.88,12.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.63,9.25,NA,NA,NA,"","Maize grain"
"292","87753",91.25,11.3,58.07,2.81,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.23,9.39,NA,NA,NA,"","Maize grain"
"293","87754",90.66,10.27,66.16,2.72,10.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.12,9.34,NA,NA,NA,"","Maize grain"
"294","87755",89.96,9.28,66.36,1.92,12.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.85,9.79,NA,NA,NA,"","Maize grain"
"295","81615",94.5,39.46,61.43,5.9,10.63,89.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.78,7.96,NA,NA,NA,"Ethiopia","Maize grain"
"296","74469",89.54,9.88,55.68,1.61,11.62,97.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.84,15.26,NA,NA,NA,"","Maize grain"
"297","74190",87.08,7.71,14.42,3.71,8.34,98.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.13,10.97,NA,NA,NA,"Ethiopia","Maize grain"
"298","74170",85.46,5.36,12.35,1.46,7.85,98.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.61,10.57,NA,NA,NA,"","Maize grain"
"299","69793",87.24,10.25,58.95,2.43,15.83,93.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6,NA,NA,NA,NA,"Tanzania","Maize grain"
"300","69801",90.42,22.47,31.53,1.75,22.13,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.14,NA,NA,NA,NA,"Tanzania","Maize grain"
"301","69643",91.04,NA,NA,NA,15.06,NA,NA,3.63,NA,NA,NA,NA,NA,NA,15.75,72.88,11.63,NA,NA,NA,"Ethiopia","Maize grain"
"302","69644",91.12,NA,NA,NA,15.03,NA,NA,0.85,NA,NA,NA,NA,NA,NA,13.4,72.61,11.59,NA,NA,NA,"Ethiopia","Maize grain"
"303","69645",91.09,NA,NA,NA,13.88,NA,NA,2.95,NA,NA,NA,NA,NA,NA,14.96,73.51,11.78,NA,NA,NA,"Ethiopia","Maize grain"
"304","69646",91.21,NA,NA,NA,13.31,NA,NA,1.38,NA,NA,NA,NA,NA,NA,13.73,72.91,11.74,NA,NA,NA,"Ethiopia","Maize grain"
"305","69647",91.11,NA,NA,NA,12.69,NA,NA,0.87,NA,NA,NA,NA,NA,NA,15.12,73.92,11.96,NA,NA,NA,"Ethiopia","Maize grain"
"306","69648",90.95,NA,NA,NA,12.46,NA,NA,0.6,NA,NA,NA,NA,NA,NA,17.98,74.43,12.02,NA,NA,NA,"Ethiopia","Maize grain"
"307","69649",91.18,NA,NA,NA,14.76,NA,NA,3.97,NA,NA,NA,NA,NA,NA,16.67,72.92,11.66,NA,NA,NA,"Ethiopia","Maize grain"
"308","69650",91.21,NA,NA,NA,14.68,NA,NA,4.9,NA,NA,NA,NA,NA,NA,10.96,72.51,11.6,NA,NA,NA,"Ethiopia","Maize grain"
"309","69651",91.13,NA,NA,NA,13.27,NA,NA,12.06,NA,NA,NA,NA,NA,NA,19.03,74.21,11.95,NA,NA,NA,"Ethiopia","Maize grain"
"310","69652",91.19,NA,NA,NA,15.59,NA,NA,2.38,NA,NA,NA,NA,NA,NA,16.36,72.72,11.58,NA,NA,NA,"Ethiopia","Maize grain"
"311","69653",91.18,NA,NA,NA,15.1,NA,NA,0.85,NA,NA,NA,NA,NA,NA,11.5,72.69,11.61,NA,NA,NA,"Ethiopia","Maize grain"
"312","69654",91.23,NA,NA,NA,14.91,NA,NA,2.2,NA,NA,NA,NA,NA,NA,14.02,72.82,11.65,NA,NA,NA,"Ethiopia","Maize grain"
"313","69655",91.12,NA,NA,NA,13.52,NA,NA,0.05,NA,NA,NA,NA,NA,NA,12.73,73.61,11.85,NA,NA,NA,"Ethiopia","Maize grain"
"314","69656",91.11,NA,NA,NA,14.19,NA,NA,3.38,NA,NA,NA,NA,NA,NA,10.85,73.32,11.76,NA,NA,NA,"Ethiopia","Maize grain"
"315","69433",90.97,7.63,47.26,0.64,11.14,95.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.62,9.73,NA,NA,NA,"","Maize grain"
"316","69434",93.19,36.86,52.99,6.57,11.7,74.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.56,6.82,NA,NA,NA,"","Maize grain"
"317","69511",89.2,6.06,31.28,1.01,13.41,96.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.75,10.82,NA,NA,NA,"","Maize grain"
"318","67560",89.86,5.88,53.82,1.46,8.51,96.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.54,10.81,NA,NA,NA,"","Maize grain"
"319","67564",89.74,5.08,28.56,0.84,11.14,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.83,10.44,NA,NA,NA,"","Maize grain"
"320","67567",89.42,5.82,39.04,0.89,10.43,96.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.52,10.1,NA,NA,NA,"","Maize grain"
"321","52591",94.07,17.5,43.64,3,7.72,95.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.11,11.84,7.91,5.23,7.53,"Kenya","Maize grain"
"322","52599",93.27,17.49,42.1,3.71,11.13,93.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,12.05,8.08,5.4,7.66,"Kenya","Maize grain"
"323","52603",92.56,10.83,36.71,2.45,10.5,99.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.72,8.62,5.86,8.16,"Kenya","Maize grain"
"324","52606",93.02,17.65,44.6,2.62,8.55,96.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.06,11.8,7.87,5.19,7.49,"Kenya","Maize grain"
"325","52611",92.7,7.88,25.31,2.19,13.67,89.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.15,10.75,6.99,4.44,6.78,"Kenya","Maize grain"
"326","52627",93.09,9.53,30.94,2.68,10.51,92.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.22,11.55,7.66,5.02,7.32,"Kenya","Maize grain"
"327","52628",94.98,33.88,47.35,4.99,8.56,89.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,9,5.4,3.01,5.52,"Kenya","Maize grain"
"328","52634",92.7,19.99,49.77,2.6,8.67,97.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.29,11.34,7.49,4.85,7.2,"Kenya","Maize grain"
"329","52573",93.06,10.59,35.57,3.31,12.84,95.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.48,12.13,8.16,5.44,7.74,"Kenya","Maize grain"
"330","52575",92.81,6.77,20.97,2.96,12.81,91.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.72,11.09,7.28,4.69,6.99,"Kenya","Maize grain"
"331","40667",90.99,5.23,83.02,4.39,11.11,97.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Maize grain"
"332","40672",90.97,5.4,48.54,0.58,10.75,97.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4,10.59,6.82,4.31,6.65,"","Maize grain"
